識別號,年度,主聘系所,教師姓名,專兼任,狀態,專案案號,專案案名,專案類型,計畫性質,是否為補助在籍學生之人才培育相關課程(計畫)或就業學程,執行起始日期,執行結束日期,工作類別,經費狀態,計畫總金額(元),政府出資金額,企業出資金額,其他單位出資金額,學校(研究學院)出資金額,主要經費來源,單位名稱,次要經費來源,受惠機構名稱,國內委託單位,國外委託單位,國內合作單位,國外合作單位,他校轉入的專案,專案已轉至他校
1248716,113,護理系,韓晶彥,專任,續聘,SCRPF3P0721,急救人員安全衛生教育訓練課程,其他單位委訓計畫,--,,2024/11/1,2026/10/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),台灣省工商安全衛生協會附設新竹職業訓練中心,,,台灣省工商安全衛生協會附設新竹職業訓練中心,,,,否,否
1248873,113,護理系,蕭冰如,專任,續聘,SCRPF3P0721,急救人員安全衛生教育訓練課程,其他單位委訓計畫,--,,2024/11/1,2026/10/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),台灣省工商安全衛生協會附設新竹職業訓練中心,,,台灣省工商安全衛生協會附設新竹職業訓練中心,,,,否,否
1248567,113,護理系,李惠玲,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),中華民國安全衛生職能發展協會,,,中華民國安全衛生職能發展協會,,中華民國安全衛生職能發展協會,,否,否
1248581,113,護理系,張文,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),中華民國安全衛生職能發展協會,,,中華民國安全衛生職能發展協會,,中華民國安全衛生職能發展協會,,否,否
1248675,113,護理系,孫瑞瓊,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),中華民國安全衛生職能發展協會,,,中華民國安全衛生職能發展協會,,中華民國安全衛生職能發展協會,,否,否
1248715,113,護理系,韓晶彥,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),中華民國安全衛生職能發展協會,,,中華民國安全衛生職能發展協會,,中華民國安全衛生職能發展協會,,否,否
1248803,113,護理系,柯惠文,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,共同(協同)主持人,,0,0,0,0,0,其他單位(包含法人機構),中華民國安全衛生職能發展協會,,,中華民國安全衛生職能發展協會,,中華民國安全衛生職能發展協會,,否,否
1248871,113,護理系,蕭冰如,專任,續聘,SCRPF3P0751,急救人員安全衛生教育訓練課程,其他單位產學計畫,A5諮詢顧問,,2024/12/28,2026/12/31,主持人,原核定,"240,000",0,0,"240,000",0,其他單位(包含法人機構),社團法人中華民國工業案全衛生協會附設台北職業訓練中心,,,社團法人中華民國工業案全衛生協會附設台北職業訓練中心,,,,否,否
1248663,113,護理系,瞿馥苓,專任,續聘,ZDRPF3P0021,113年度大專學生(張仕穎)研究計畫(113-2813-C-255-003-H)-大學生對於預立醫療決定書知識、態度、簽署意願以及影響因素之調查研究 —以北部某健康科技大學為例,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248542,113,護理系,倪麗芬,專任,續聘,ZDRPF3P0031,113年度大專學生(黃?萱)研究計畫(113-2813-C-255-004-H)-具護理師執照二技護理系學生之打工行為調查-以北部某科技大學為例,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248712,113,護理系,劉麗美,專任,續聘,ZDRPF3P0111,113年度大專學生(廖苡安)研究計畫(113-2813-C-255-015-H)-大學生修習EMI課程內在學習動機及自我效能之相關探討： 以北部某科技大學為例,校內補助案,--,,2024/7/1,2025/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248845,113,護理系,巫菲翎,專任,續聘,ZMRPF3P0021,國科會計畫20%-NMRPF3P0071,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"120,000",0,0,0,"120,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248558,113,護理系,范君瑜,專任,續聘,ZMRPF3P0041,國科會計畫20%-NMRPF3P0051,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"150,000",0,0,0,"150,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248613,113,護理系,張美姬,專任,續聘,ZMRPF3P0051,國科會計畫20%-NMRPF3P0021,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"210,000",0,0,0,"210,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248867,113,護理系,張麗春,專任,續聘,ZMRPF3P0061,國科會計畫20%-NMRPF3P0041,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"68,000",0,0,0,"68,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248694,113,護理系,陳妙絹,專任,續聘,ZMRPF3P0071,國科會計畫20%-NMRPF3P0111,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"140,000",0,0,0,"140,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248687,113,護理系,劉杏元,專任,續聘,ZMRPF3P0111,國科會計畫20%-NMRPF3P0101,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"140,000",0,0,0,"140,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248617,113,護理系,劉倩君,專任,續聘,ZMRPF3P0121,國科會計畫20%-NMRPF3N0252,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"210,000",0,0,0,"210,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248637,113,護理系,蔡明明,專任,續聘,ZMRPF3P0131,國科會計畫20%-NMRPF3P0121,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"140,000",0,0,0,"140,000",學校,長庚科技大學,無,,長庚科技大學,,,,否,否
1248610,113,護理系,蔡青青,專任,續聘,ZMRPF3P0141,國科會計畫20%-NMRPF3P0131,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"170,000",0,0,0,"170,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248720,113,護理系,韓晶彥,專任,續聘,ZMRPF3P0151,國科會計畫20%-NMRPF3N0302,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"170,000",0,0,0,"170,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248529,113,護理系,簡淑慧,專任,續聘,ZMRPF3P0161,國科會計畫20%-NMRPF3P0061,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"180,000",0,0,0,"180,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248825,113,護理系,張曉雲,專任,續聘,ZMRPF3P0191,國科會計畫20%-NMRPF3M0043,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"200,000",0,0,0,"200,000",學校,長庚科技大學,,長庚科技大學,長庚科技大學,,,,否,否
1248868,113,護理系,張麗春,專任,續聘,ZMRPF3P0201,國科會計畫20%-NMRPF3M0083,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"160,000",0,0,0,"160,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248704,113,護理系,陳素惠,專任,續聘,ZMRPF3P0211,國科會計畫20%-NMRPF3N0072,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"180,000",0,0,0,"180,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248532,113,護理系,陳淑卿,專任,續聘,ZMRPF3P0221,國科會計畫20%-NMRPF3M0073,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"200,000",0,0,0,"200,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248618,113,護理系,劉倩君,專任,續聘,ZMRPF3P0251,國科會計畫20%-NMRPF3N0232,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"65,000",0,0,0,"65,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248769,113,護理系,蔣宜倩,專任,續聘,ZMRPF3P0261,國科會計畫20%-NMRPF3N0062,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"170,000",0,0,0,"170,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248894,113,護理系,張純純,專任,續聘,ZMRPF3P0281,國科會計畫20%-NMRPF3P0141,校內補助案,--,,2024/8/1,2025/7/31,主持人,原核定,"120,000",0,0,0,"120,000",學校,長庚科技大學,,長庚科技大學,長庚科技大學,,,,否,否
1248831,113,護理系,曾雅涓,專任,續聘,ZORPF3P0011,中文版范德堡疲憊量表於聽力損傷老人之信效度檢定,校內補助案,--,,2024/2/1,2026/1/31,主持人,原核定,"800,000",0,0,0,"800,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248839,113,護理系,徐瑞苓,專任,續聘,ZORPF3P0021,PM2.5引起之肺發炎與纖維化探討-抗肺發炎與纖維化的機轉研究與衍生物發展,校內補助案,--,,2024/8/1,2026/7/31,主持人,原核定,"1,000,000",0,0,0,"1,000,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1248835,113,護理系,于素英,專任,續聘,ZORPF3P0031,專科護理師學生診斷推理技能的思考測量與影響,校內補助案,--,,2024/8/1,2026/7/31,主持人,原核定,"1,000,000",0,0,0,"1,000,000",學校,長庚科技大學,無,長庚科技大學,長庚科技大學,,,,否,否
1248823,113,護理系,陳惠君,專任,續聘,ZURPF3P0011,國科會計畫(NMRPF3N0012 )相對補助50%,校內補助案,--,,2024/1/1,2025/7/31,主持人,原核定,"200,000",0,0,0,"200,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185469,112,化妝品應用系,林鴻銘,專任,新任,NSTC112-2410-H-255-012-,探討聲音音調對尋求多樣化行為的影響,政府學術研究計畫-國科會專題研究計畫,--,,2023/8/1,2024/7/31,主持人,原核定,"530,000","530,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1206966,112,化妝品應用系,林鴻銘,專任,新任,SCRPF3N0591,人工智慧腦出血檢測系統之醫療科技評估計畫,其他單位產學計畫,A1專題研究,,2023/11/21,2024/4/30,主持人,原核定,"5,185,685",0,0,"5,185,685",0,其他單位(包含法人機構),財團法人工業技術研究院,,,財團法人工業技術研究院,,,,否,否
1206977,112,化妝品應用系,林鴻銘,專任,新任,ZORPF3N0051,產品價格呈現框架對於優質產品購買意願之影響：果報信念、慈悲心與慈善訴求之干擾效果,校內補助案,A1專題研究,,2023/10/1,2025/9/30,主持人,原核定,"850,000",0,0,0,"850,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185468,112,化妝品應用系,林鴻銘,專任,新任,ZURPF3N0101,國科會計畫50%-NMRPF3N0291,校內補助案,--,,2023/8/1,2024/7/31,主持人,原核定,"210,000",0,0,0,"210,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1184893,112,化妝品應用系,林傳福,專任,續聘,CMRPF1M0092,整合型系統性探討金銀花(Lonicera japonica)於炎症相關病變之治療活性與解開其作用機轉之謎子計畫一：中藥金銀花之活性成分探討與活性萃取最佳化製程(2/2),其他單位產學計畫,--,,2023/7/1,2024/6/30,主持人,原核定,"1,381,794",0,0,"1,381,794",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1185409,112,化妝品應用系,黃俊薰,專任,續聘,EZRPF3N0191,以飛梭雷射和皮秒雷射促進維生素C衍生物的經皮吸收,校內補助案,--,,2023/1/1,2023/12/31,主持人,原核定,"220,000","220,000",0,0,0,教育部,教育部,,,長庚科技大學,,,,否,否
1185424,112,化妝品應用系,陳姿吟,專任,續聘,EZRPF3N0241,教育部推動第三期大學社會責任實踐計畫-破繭而出的形象曙光,政府其他案件,--,,2023/1/1,2023/12/31,主持人,原核定,"3,850,000","3,500,000",0,0,"350,000",教育部,教育部,長庚科技大學,社團法人陽光基金會,教育部,,桃園市肢體傷殘協進會,社團法人陽光基金會,否,否
1185432,112,化妝品應用系,許孟娟,專任,續聘,EZRPF3N0241,教育部推動第三期大學社會責任實踐計畫-破繭而出的形象曙光,政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,教育部,教育部,,教育部,,否,否
1185441,112,化妝品應用系,史昀平,專任,續聘,EZRPF3N0241,教育部推動第三期大學社會責任實踐計畫-破繭而出的形象曙光,政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,教育部,教育部,,教育部,,否,否
1185398,112,化妝品應用系,林傳福,專任,續聘,NSTC 112-2320-B-255 -010 -MY3,苦蔘黃酮類衍生物抗乾癬之研究,政府學術研究計畫-國科會專題研究計畫,--,,2023/8/1,2024/7/31,主持人,原核定,"1,350,000","1,350,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1184895,112,化妝品應用系,蘇秀妹,專任,續聘,SCRPF3N0011,妝品專業英語情境模擬學習計畫(基礎級),企業產學計畫(含公營及私人企業),--,,2023/1/16,2024/1/15,主持人,原核定,"212,000",0,"212,000",0,0,企業(公營、民營、國外及私人企業),齊志股份有限公司,,,齊志股份有限公司,,,,否,否
1184894,112,化妝品應用系,蘇秀妹,專任,續聘,SCRPF3N0041,專業字?數位遠距自學計畫(妝品類),企業產學計畫(含公營及私人企業),--,,2023/1/16,2024/1/15,主持人,原核定,"106,000",0,"106,000",0,0,企業(公營、民營、國外及私人企業),文鶴出版有限公司,,,文鶴出版有限公司,,,,否,否
1206961,112,化妝品應用系,廖婉玉,專任,續聘,SCRPF3N0281,提升美甲、美睫實務能力，產學接軌,企業產學計畫(含公營及私人企業),A5諮詢顧問,,2023/8/31,2024/12/31,主持人,原核定,"200,000",0,"200,000",0,0,企業(公營、民營、國外及私人企業),亞洲色彩國際企業有限公司,,,亞洲色彩國際企業有限公司,,,,否,否
1206948,112,化妝品應用系,黃俊薰,專任,續聘,SCRPF3N0391,芙洛雅SPA美容芳療師人才培育計畫,企業產學計畫(含公營及私人企業),A4技術服務,,2023/10/1,2024/7/31,主持人,原核定,"310,000",0,"310,000",0,0,企業(公營、民營、國外及私人企業),德安姿產品有限公司,,,德安姿產品有限公司,,,,否,否
1185399,112,化妝品應用系,林傳福,專任,續聘,ZMRPF3N0151,國科會計畫20%-NMRPF3N0051,校內補助案,--,,2023/8/1,2024/7/31,主持人,原核定,"205,000",0,0,0,"205,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185394,112,幼兒保育系,葛婷,專任,續聘,EZRPF3N0231,教育部推動第三期大學社會責任實踐計畫-在地紮根‧社會共生－教養賦能計畫,政府其他案件,--,,2023/1/1,2023/12/31,主持人,原核定,"3,025,000","2,750,000",0,0,"275,000",教育部,教育部,長庚科技大學,長庚科技大學,教育部,,,,否,否
1185410,112,幼兒保育系,邱慧芳,專任,續聘,EZRPF3N0231,教育部推動第三期大學社會責任實踐計畫-在地紮根‧社會共生－教養賦能計畫,政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,教育部,教育部,,教育部,,否,否
1185412,112,幼兒保育系,常雅珍,專任,續聘,EZRPF3N0231,教育部推動第三期大學社會責任實踐計畫-在地紮根‧社會共生－教養賦能計畫,政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,教育部,教育部,,教育部,,否,否
1185431,112,幼兒保育系,洪慧英,專任,續聘,EZRPF3N0261,112年補助國內大專校院選送優秀學生出國研修或國外專業實習計畫學海築夢-2023幼保系海外教保實習計畫,政府其他案件,--,,2023/5/31,2024/10/30,主持人,原核定,"1,033,846","861,538",0,0,"172,308",教育部,教育部,長庚科技大學,,教育部,,,,否,否
1185391,112,幼兒保育系,林怡滿,專任,續聘,GZRPF3M0012,新北市政府委託民間辦理公共托育營運管理中心,政府產學計畫,B6其他,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府,,,新北市政府,,,,否,否
1185436,112,幼兒保育系,汪麗真,專任,續聘,GZRPF3M0012,新北市政府委託民間辦理公共托育營運管理中心,政府產學計畫,B6其他,,2023/1/1,2023/12/31,主持人,原核定,"9,710,000","9,710,000",0,0,0,政府其他部會,新北市政府,,,新北市政府,,,,否,否
1185389,112,幼兒保育系,謝文慧,專任,續聘,GZRPF3M0112,新北市政府委託辦理111-113年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂-(第2年),政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1185390,112,幼兒保育系,田佳靈,專任,續聘,GZRPF3M0112,新北市政府委託辦理111-113年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂-(第2年),政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1185393,112,幼兒保育系,萊素珠,專任,續聘,GZRPF3M0112,新北市政府委託辦理111-113年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂-(第2年),政府其他案件,--,,2023/1/1,2023/12/31,主持人,原核定,"2,082,310","2,082,310",0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1185395,112,幼兒保育系,羅巧淯,專任,續聘,GZRPF3M0112,新北市政府委託辦理111-113年新北市托嬰中心評鑑及公共托育中心考核暨評鑑指標修訂-(第2年),政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1185388,112,幼兒保育系,謝文慧,專任,續聘,GZRPF3N0031,112年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,--,,2023/6/1,2023/12/31,主持人,原核定,"1,205,262","1,205,262",0,0,0,政府其他部會,新北市政府社會局,,無,新北市政府社會局,,,,否,否
1185430,112,幼兒保育系,洪慧英,專任,續聘,GZRPF3N0031,112年度托嬰中心專業人員在職研習訓練課程,政府委訓計畫,--,,2023/6/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,政府其他部會,新北市政府社會局,,,新北市政府社會局,,,,否,否
1185461,112,幼兒保育系,劉芳妤,專任,續聘,MOST 111-2410-H-255 -001 -MY2,以眼動追蹤技術探討「數位遊戲式視覺音樂互動即時回饋系統模組」對自閉症幼兒與典型發展幼兒視覺注意力之研究(2/2),政府學術研究計畫-國科會專題研究計畫,--,,2023/1/1,2023/12/31,主持人,原核定,"598,550","598,550",0,0,0,國科會,國科會,,,國科會,,,,否,否
1185455,112,幼兒保育系,陳必卿,專任,續聘,NSTC 112-2410-H-255-001 -,從Bernstein語言符碼理論探討幼兒遊戲過程之口語溝通於精緻型語言符碼與限制型語言符碼內涵意義及輪替特質,政府學術研究計畫-國科會專題研究計畫,--,,2023/8/1,2024/7/31,主持人,原核定,"670,000","670,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1185453,112,幼兒保育系,黃于庭,專任,續聘,NSTC 112-2410-H-255-002 -,以美感體驗為基礎的幼兒情緒教育：探究「畫中有情」課程的發展、實踐歷程和成果,政府學術研究計畫-國科會專題研究計畫,--,,2023/8/1,2024/7/31,主持人,原核定,"479,000","479,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1185427,112,幼兒保育系,陳寧容,專任,續聘,NSTC 112-2635-H-255-002 -,台灣的幼兒品德課程建構與教學研究,政府學術研究計畫-國科會專題研究計畫,--,,2023/8/1,2024/7/31,主持人,原核定,"561,000","561,000",0,0,0,國科會,國科會,,,國科會,,,,否,否
1206932,112,幼兒保育系,羅巧淯,專任,續聘,SCRPF3N0211,適性成長，愛的專業－托育品質精進計劃,其他單位產學計畫,A5諮詢顧問,,2023/7/20,2024/8/31,主持人,原核定,"110,000",0,0,"110,000",0,其他單位(包含法人機構),新北市攻府委託中華民國婦幼關懷教育推廣協會辦理板橋新埔公共托育中心,,,新北市攻府委託中華民國婦幼關懷教育推廣協會辦理板橋新埔公共托育中心,,,,否,否
1206933,112,幼兒保育系,羅巧淯,專任,續聘,SCRPF3N0221,適性成長，愛的專業－托育品質精進計劃,其他單位產學計畫,A5諮詢顧問,,2023/7/20,2024/12/31,主持人,原核定,"200,000",0,0,"200,000",0,其他單位(包含法人機構),新北市攻府委託新北市土城幼兒教保協會辦理板橋溪崑公共托育中心,,,新北市攻府委託新北市土城幼兒教保協會辦理板橋溪崑公共托育中心,,,,否,否
1206965,112,幼兒保育系,王建雅,專任,續聘,SCRPF3N0251,艾倫戴爾幼兒園教師培力暨支持系統建置計畫,其他單位產學計畫,A5諮詢顧問,,2023/8/1,2024/7/31,主持人,原核定,"267,120",0,0,"267,120",0,其他單位(包含法人機構),海納川全人教育有限公司附設新北市私立艾倫戴爾幼兒園,,,海納川全人教育有限公司附設新北市私立艾倫戴爾幼兒園,,,,否,否
1185429,112,幼兒保育系,陳寧容,專任,續聘,ZDRPF3N0041,112年度大專學生(賴碧娥)研究計畫(計畫編號112-2813-C-255-004-H)-幼教師以6E教學策略進行品德教育之現況調查,校內補助案,--,,2023/7/1,2024/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185392,112,幼兒保育系,萊素珠,專任,續聘,ZDRPF3N0051,112年度大專學生(王鈺鈞)研究計畫(計畫編號112-2813-C-255-005-H)-隔代教養幼兒入幼兒園適應之研究,校內補助案,--,,2023/7/1,2024/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185411,112,幼兒保育系,常雅珍,專任,續聘,ZDRPF3N0121,112年度大專學生(李昕恬)研究計畫(計畫編號112-2813-C-255-013-B)-自製幼兒視力保健互動繪本、律動暨教具研發與創新之研究,校內補助案,--,,2023/7/1,2024/2/28,主持人,原核定,"100,000",0,0,0,"100,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185462,112,幼兒保育系,劉芳妤,專任,續聘,ZORPF3N0011,新進教師研究計畫-數位音樂繪本之研發及其互動方式對不同視知覺能力發展遲緩幼兒眼動數據之影響,校內補助案,--,,2023/1/1,2024/12/31,主持人,原核定,"880,000",0,0,0,"880,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185428,112,幼兒保育系,陳寧容,專任,續聘,ZSRPF3N0021,國科會計畫50%-NMRPF3N0191,校內補助案,--,,2023/8/1,2024/7/31,主持人,原核定,"150,000",0,0,0,"150,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185463,112,幼兒保育系,劉芳妤,專任,續聘,ZURPF3N0011,科技部計畫(NMRPF3M0012)相對補助50%,校內補助案,--,,2023/1/1,2023/12/31,主持人,原核定,"220,000",0,0,0,"220,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185456,112,幼兒保育系,陳必卿,專任,續聘,ZURPF3N0061,國科會計畫50%-NMRPF3N0111,校內補助案,--,,2023/8/1,2024/7/31,主持人,原核定,"300,000",0,0,0,"300,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1185454,112,幼兒保育系,黃于庭,專任,續聘,ZURPF3N0071,國科會計畫50%-NMRPF3N0121,校內補助案,--,,2023/8/1,2024/7/31,主持人,原核定,"190,000",0,0,0,"190,000",學校,長庚科技大學,,,長庚科技大學,,,,否,否
1206904,112,保健營養系,吳淑如,專任,續聘,CMRPF1N0051,以「腸-肝軸」的觀點探討臺灣特有品種---愛玉子改善肥胖相關代謝功能障礙疾病的效果(1/1),其他單位產學計畫,A1專題研究,,2023/8/1,2024/7/31,主持人,原核定,"1,023,457",0,0,"1,023,457",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1206903,112,保健營養系,吳淑如,專任,續聘,CMRPF1N0071,探討臺灣特有品種---愛玉子經由調控「腸-皮膚-軸」減緩肥胖小鼠異位性皮膚炎與降低PM 2.5誘發皮膚損傷的治療分子機制(1/1),其他單位產學計畫,A1專題研究,,2023/10/1,2024/9/30,主持人,原核定,"1,264,718",0,0,"1,264,718",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1206914,112,保健營養系,蕭千祐,專任,續聘,CMRPF1N0101,(科)維生素C葡萄醣？經由微晶磨皮方式促進其皮膚吸收之研究,其他單位產學計畫,A1專題研究,,2023/12/1,2024/11/30,主持人,原核定,"945,829",0,0,"945,829",0,其他單位(包含法人機構),長庚醫院,,,長庚醫院,,,,否,否
1185397,112,保健營養系,林文惠,專任,續聘,EZRPF3N0181,112年大專校院推動職涯輔導補助計畫-精準營養X永續創業職能輔導計畫,政府其他案件,--,,2023/1/1,2023/11/15,主持人,原核定,"300,000","300,000",0,0,0,政府其他部會,教育部青年發展署,,,教育部青年發展署,,,,否,否
1185360,112,保健營養系,蕭千祐,專任,續聘,EZRPF3N0201,熊果素經由微晶磨皮方式促進其皮膚吸收之研究,校內補助案,--,,2023/1/1,2023/12/31,主持人,原核定,"250,000","250,000",0,0,0,教育部,教育部,,,長庚科技大學,,,,否,否
1185396,112,保健營養系,林文惠,專任,續聘,EZRPF3N0291,112年度教育部產業學院計畫-低升糖無麩質地在穀物產品開發與營養知識職能精進師生實務職能方案,政府產學計畫,B1學生及合作機構人員各類教育培訓,,2023/8/1,2024/7/31,主持人,原核定,"231,000","210,000",0,0,"21,000",教育部,教育部,長庚科技大學,,教育部,,,,否,否
1205477,112,保健營養系,鍾成沛,專任,續聘,EZRPF3N0501,數位學習課程認證「食品法規概論」進行翻轉教學之成效探討,政府學術研究計畫-其他政府部會學術研究計畫(非國科會專題研究計畫),A1專題研究,,2023/8/1,2024/7/31,主持人,原核定,"201,250","201,250",0,0,0,教育部,教育部,,,教育部,,,,否,否
1185355,112,保健營養系,吳淑如,專任,續聘,EZRPF6N0011,教育部推動第三期大學社會責任實踐計畫-保骨防跌、樂活膳食、科技失智辨識–永續高齡友善社區計畫,政府其他案件,--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,教育部,教育部,,教育部,教育部,,教育部,,否,否
1184881,112,保健營養系,鄭兆君,專任,續聘,FCRPF3N0011,台塑企業優良伙食管理推動暨準則教育訓練產學合作,企業產學計畫(含公營及私人企業),--,,2023/1/1,2023/12/31,共同(協同)主持人,,0,0,0,0,0,企業(公營、民營、國外及私人企業),台塑石化股份有限公司,,,台塑石化股份有限公司,,,,否,否
1184912,112,保健營養系,簡暉慈,專任,續聘,FCRPF3N0011,台塑企業優良伙食管理推動暨準則教育訓練產學合作,企業產學計畫(含公營及私人企業),--,,2023/1/1,2023/12/31,主持人,原核定,"973,173",0,"973,173",0,0,企業(公營、民營、國外及私人企業),台塑石化股份有限公司,,,台塑石化股份有限公司,,,,否,否
1206915,112,保健營養系,蕭千祐,專任,續聘,FCRPF3N0041,國中技藝教育扎根計畫-桃園市幸福國中食品安全社團,其他單位產學計畫,A5諮詢顧問,,2023/9/1,2024/8/31,主持人,原核定,"210,076",0,0,"210,076",0,其他單位(包含法人機構),公益信託王長庚社會福利基金,,,公益信託王長庚社會福利基金,,,,否,否
