識別號,年度,承接代表,系所代碼,主聘系所,教師姓名,專兼任,狀態,所屬計畫案,專利/新品種名稱,國別,專利類型,技術報告代碼,進度狀況,技術報告審核完成日期,作者順序,申請人/權利人,申請人/權利人類型,申請日期/公告日期,終止日期,發照機關,證書字號
164246,112,學校,1532,幼兒保育系,林昌本,專任,續聘,無,高齡者踏步訓練裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2042/06/06,經濟部智慧財產局,I793031
164271,112,學校,1532,幼兒保育系,邱慧芳,專任,續聘,無,遊戲墊,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/21,2037/09/20,經濟部智慧財產局,D225538
166186,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,汽車造型戲偶台,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2042/11/21,經濟部智慧財產局,I816604
166188,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,幼兒教具,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/01,2042/08/17,經濟部智慧財產局,I804420
166189,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,綜合式玩具帳篷裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/03/01,2042/11/21,經濟部智慧財產局,I795342
166195,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚學校財團法人長庚科技大學、長庚學校財團法人長庚科技大學,本校、本校、本校,2023/09/21,2037/12/13,經濟部智慧財產局,D227626
166196,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚學校財團法人長庚科技大學,本校、本校,2023/09/21,2037/12/13,經濟部智慧財產局,D227625
166198,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2037/11/21,經濟部智慧財產局,D227607
166199,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/11/23,經濟部智慧財產局,D226087
166200,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,性別平等教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/11/23,經濟部智慧財產局,D226086
166201,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/01,2037/09/22,經濟部智慧財產局,D225675
166202,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,生活教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2037/12/13,經濟部智慧財產局,D227624
166203,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2037/11/27,經濟部智慧財產局,D227615
166204,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,文化教具,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2037/11/27,經濟部智慧財產局,D227614
166205,112,學校,1532,幼兒保育系,常雅珍,專任,續聘,無,圖卡之部分,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2037/11/21,經濟部智慧財產局,D227608
164274,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,"MOST1042320B255004MY3, MOST1062320B255003MY3, MOST1072320B037013",嗜中性白血球發炎抑制劑及其用途NEUTROPHIL INFLAMMATION INHIBITOR AND USES THEREOF,大陸,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學,本校、其他學校或機構,2023/07/14,2038/11/09,中華人民共和國國家知識產權局,CN113038949B
164289,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,無,一種化合物用於製備抑制新型冠狀病毒感染一個體的醫藥組合物之用途 USE OF CHEMICAL COMPOUNDS FOR THE MANUFACTURE OF A PHARMACEUTICAL COMPOSITION FOR INHIBITING INFECTION OF SARS-COV-2 IN A SUBJECT,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2042/05/31,經濟部智慧財產局,I822075
164296,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,無,一種草藥萃取物用於製備抑制一個體感染新型冠狀病毒的醫藥組合物之用途／METHOD FOR INHIBITING INFECTION OF SARS-COV-2 IN A SUBJECT USE OF CHEMICAL COMPOUNDS FOR THE MANUFACTURE OF A HARMACEUTICAL COMPOSITION FOR INHIBITING INFECTION OF SARS-COV-2 IN A SUBJECT,美國,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學,本校、其他學校或機構,2023/12/12,2042/04/07,美國專利商標局,"US11,839,610B2"
164297,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,"MOST1042320B255004MY3, MOST1062320B255003MY3, MOST1072320B037013",NEUTROPHIL INFLAMMATION INHIBITOR AND USES THEREOF /嗜中性白血球發炎抑制劑及其用途,國外(不含美國),發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學,本校、其他學校或機構,2023/01/06,2038/11/09,日本特許廳,特許第7205840號
166134,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,"MOST1042320B255004MY3, MOST1062320B255003MY3 MOST1072320B037013",NEUTROPHIL INFLAMMATION INHIBITOR AND USES THEREOF /嗜中性白血球發炎抑制劑及其用途,國外(不含美國),發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學、高雄醫學大學,本校、其他學校或機構、其他學校或機構,2023/09/13,2038/11/09,英國專利局,EP876933
166136,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,"MOST1042320B255004MY3, MOST1062320B255003MY3, MOST1072320B037013",NEUTROPHIL INFLAMMATION INHIBITOR AND USES THEREOF /嗜中性白血球發炎抑制劑及其用途(DE),國外(不含美國),發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學、高雄醫學大學,本校、其他學校或機構、其他學校或機構,2023/09/13,2038/11/09,德國專利局,EP876933
166137,112,學校,4444,健康產業科技研究所,黃聰龍,專任,續聘,"MOST1042320B255004MY3, MOST1062320B255003MY3, MOST1072320B037013",NEUTROPHIL INFLAMMATION INHIBITOR AND USES THEREOF /嗜中性白血球發炎抑制劑及其用途(FR),國外(不含美國),發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學、長庚大學、高雄醫學大學,本校、其他學校或機構、其他學校或機構,2023/09/13,2038/11/09,法國專利局,EP876933
164247,112,學校,1534,通識教育中心,高幸利,專任,續聘,無,高齡者踏步訓練裝置,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2042/06/06,經濟部智慧財產局,I793031
176324,114,學校,3241,嘉義分部護理系,江耀璋,專任,續聘,,血糖試紙盒,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/04/11,2044/06/11,經濟部智慧財產局,I880776
176344,114,學校,3241,嘉義分部護理系,江耀璋,專任,續聘,,點滴感應監測器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/12/01,2044/06/11,經濟部智慧財產局,I906904
176326,114,學校,3241,嘉義分部護理系,林春只,專任,續聘,,壓力感測充氣輪椅,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/05/21,2044/02/20,經濟部智慧財產局,I884712
176329,114,學校,3241,嘉義分部護理系,林春只,專任,續聘,,利於關節活動的功能床,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2044/05/28,經濟部智慧財產局,I886978
176333,114,學校,3241,嘉義分部護理系,林家惠,專任,續聘,,多功能病床,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/07/11,2044/06/05,經濟部智慧財產局,I890471
176345,114,學校,3241,嘉義分部護理系,高淑真,專任,續聘,,夾取裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/11/01,2045/02/13,經濟部智慧財產局,I904010
176334,114,學校,3241,嘉義分部護理系,梁蕙芳,專任,續聘,,收納箱,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/07/11,2044/03/05,經濟部智慧財產局,I890332
176322,114,學校,3241,嘉義分部護理系,許雅婷,專任,續聘,EZRPF6N0061,深蹲復健裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/04/11,2044/04/11,經濟部智慧財產局,I880704
176327,114,學校,3241,嘉義分部護理系,郭星君,專任,續聘,,落床監測系統及具有落床監測功能之床體裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2044/04/10,經濟部智慧財產局,I886898
176337,114,學校,3241,嘉義分部護理系,郭星君,專任,續聘,,多功能便利瓶,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/08/11,2044/02/14,經濟部智慧財產局,I893649
176339,114,學校,3241,嘉義分部護理系,郭星君,專任,續聘,,魚腥草之經甲醇萃取的產物在改善腎臟發炎上的用途,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/09/21,2043/03/21,經濟部智慧財產局,I898194
176332,114,學校,3241,嘉義分部護理系,郭嘉琪,專任,續聘,,傘具,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2044/08/14,經濟部智慧財產局,I887087
176338,114,學校,3241,嘉義分部護理系,陳亭余,專任,續聘,,自動整髮裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/08/11,2044/08/27,經濟部智慧財產局,I893965
176325,114,學校,3241,嘉義分部護理系,曾資蓉,專任,續聘,,易摺邊之膠帶台,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/05/21,2044/01/24,經濟部智慧財產局,I884691
176335,114,學校,3241,嘉義分部護理系,黃淑倫,專任,續聘,,智慧感壓顯影系統,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/08/11,2044/03/03,經濟部智慧財產局,I893685
176320,114,學校,3241,嘉義分部護理系,黃靜鳳,專任,續聘,,紗布包,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/02/11,2044/04/01,經濟部智慧財產局,I873007
176343,114,學校,3241,嘉義分部護理系,黃靜鳳,專任,續聘,,注射藥物之混合器,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2025/09/21,2043/11/16,經濟部智慧財產局,I898325
176342,114,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,注射藥物之混合器,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/09/21,2043/11/16,經濟部智慧財產局,I898325
176319,114,學校,3241,嘉義分部護理系,潘美玉,專任,續聘,,紗布包,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/02/11,2044/04/01,經濟部智慧財產局,I873007
176318,114,學校,3241,嘉義分部護理系,蔡淑玲,專任,續聘,,灌食控制裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/01/01,2044/06/24,經濟部智慧財產局,I869306
176328,114,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,落床監測系統及具有落床監測功能之床體裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2044/04/10,經濟部智慧財產局,I886898
176336,114,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,多功能便利瓶,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/08/11,2044/02/14,經濟部智慧財產局,I893649
176340,114,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,魚腥草之經甲醇萃取的產物在改善腎臟發炎上的用途,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2025/09/21,2043/03/21,經濟部智慧財產局,I898194
176341,114,學校,3241,嘉義分部護理系,謝孟樵,兼任,續聘,,魚腥草之經甲醇萃取的產物在改善腎臟發炎上的用途,國內,發明專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2025/09/21,2043/03/21,經濟部智慧財產局,I898194
176330,114,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,復健桌,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2039/08/25,經濟部智慧財產局,D238804
176331,114,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,傘具,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/06/11,2044/08/14,經濟部智慧財產局,I887087
176321,114,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,EZRPF6N0061,深蹲復健裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/04/11,2044/04/11,經濟部智慧財產局,I880704
176323,114,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,,腿部復健裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2025/04/11,2044/04/01,經濟部智慧財產局,I880703
168870,113,學校,3241,嘉義分部護理系,江耀璋,專任,續聘,,移動型冰熱敷裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2043/11/01,經濟部智慧財產局,I843674
168890,113,學校,3241,嘉義分部護理系,江耀璋,專任,續聘,,膠台裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2043/10/25,經濟部智慧財產局,I865130
168860,113,學校,3241,嘉義分部護理系,林春只,專任,續聘,,被動式復健輔助系統,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/03/05,經濟部智慧財產局,I834513
168882,113,學校,3241,嘉義分部護理系,林家惠,專任,續聘,,點滴管捲收裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/10/01,2043/11/20,經濟部智慧財產局,I857860
168878,113,學校,3241,嘉義分部護理系,洪瑞鎂,專任,續聘,,肢體冷熱敷裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2044/02/20,經濟部智慧財產局,I848890
168885,113,學校,3241,嘉義分部護理系,洪嫦巧,專任,續聘,,靜脈留置針,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/10/01,2039/01/24,經濟部智慧財產局,D233972
168856,113,學校,3241,嘉義分部護理系,高月梅,專任,續聘,,奶嘴紫消燈,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/02/21,2042/12/20,經濟部智慧財產局,I833512
168883,113,學校,3241,嘉義分部護理系,高月梅,專任,續聘,,尿液收集裝置(一),國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/10/01,2039/01/24,經濟部智慧財產局,D233973
168884,113,學校,3241,嘉義分部護理系,高月梅,專任,續聘,,尿液收集裝置(二),國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/10/01,2039/01/24,經濟部智慧財產局,D233974
168854,113,學校,3241,嘉義分部護理系,高淑真,專任,續聘,,手部復健副木,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2043/05/01,經濟部智慧財產局,I830663
168853,113,學校,3241,嘉義分部護理系,梁蕙芳,專任,續聘,,智能輸液回沖裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2043/03/07,經濟部智慧財產局,I830620
168867,113,學校,3241,嘉義分部護理系,郭星君,專任,續聘,,智慧給藥杯,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2038/08/06,經濟部智慧財產局,D231417
168893,113,學校,3241,嘉義分部護理系,郭星君,專任,續聘,,西洋蒲公英根之經甲醇萃取的產物在改善腎臟發炎上的用途,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2043/07/31,經濟部智慧財產局,I864926
168859,113,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,,手部運動訓練裝置,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/03/24,經濟部智慧財產局,I834528
168889,113,學校,3241,嘉義分部護理系,陳亭余,專任,續聘,,兩用的藥物處理裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2044/03/26,經濟部智慧財產局,I860956
168865,113,學校,3241,嘉義分部護理系,陳清惠,專任,續聘,,繃帶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2037/10/13,經濟部智慧財產局,D230205
168851,113,學校,3241,嘉義分部護理系,曾資蓉,專任,續聘,,手錶型膠帶台,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2043/05/28,經濟部智慧財產局,I830671
168864,113,學校,3241,嘉義分部護理系,曾資蓉,專任,續聘,,具有拐杖功能之護欄,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/01/11,經濟部智慧財產局,I834478
168896,113,學校,3241,嘉義分部護理系,辜漢章,專任,續聘,,涼感手套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2039/04/28,經濟部智慧財產局,D235210
168871,113,學校,3241,嘉義分部護理系,黃淑倫,專任,續聘,,傷口照護裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2043/08/03,經濟部智慧財產局,I846557
168888,113,學校,3241,嘉義分部護理系,黃靜鳳,專任,續聘,,可收納式拐杖,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2043/09/21,經濟部智慧財產局,I860847
168892,113,學校,3241,嘉義分部護理系,劉美君,專任,續聘,,機器人,國內,設計專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2039/03/26,經濟部智慧財產局,D235186
168872,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,會陰沖洗瓶,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/25,經濟部智慧財產局,D231898
168873,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,膝關節護理套,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2038/09/25,經濟部智慧財產局,D231899
168874,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,急救用之頭部固定枕,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/06/21,2043/11/16,經濟部智慧財產局,I846644
168875,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,頭圍帽,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2038/09/25,經濟部智慧財產局,D232311
168881,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,病床床尾板之復健踏板結構,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/08/11,2044/01/24,經濟部智慧財產局,I852879
168886,113,學校,3241,嘉義分部護理系,劉瓊玫,專任,續聘,,手臂復健器,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2039/01/24,經濟部智慧財產局,D234544
168861,113,學校,3241,嘉義分部護理系,潘美玉,專任,續聘,,具有防外流效果的頭蓋裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/03/14,經濟部智慧財產局,I834522
168857,113,學校,3241,嘉義分部護理系,蔡淑玲,專任,續聘,,奶嘴紫消燈,國內,發明專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2024/02/21,2042/12/20,經濟部智慧財產局,I833512
168868,113,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,多功能洗澡椅,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2043/03/21,經濟部智慧財產局,I843494
168876,113,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,複合式血糖機,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2043/11/20,經濟部智慧財產局,I848860
168879,113,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,杯子容置座,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2044/02/19,經濟部智慧財產局,I848889
168894,113,學校,3241,嘉義分部護理系,鄧志娟,專任,續聘,,西洋蒲公英根之經甲醇萃取的產物在改善腎臟發炎上的用途,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2043/07/31,經濟部智慧財產局,I864926
168855,113,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,奶嘴紫消燈,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/02/21,2042/12/20,經濟部智慧財產局,I833512
168862,113,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,數位式體溫計,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2042/11/07,經濟部智慧財產局,I834375
168866,113,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,猜拳機組,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/04/11,2038/06/18,經濟部智慧財產局,D230801
168887,113,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,可收納式拐杖,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/11/01,2043/09/21,經濟部智慧財產局,I860847
168895,113,學校,3241,嘉義分部護理系,謝靜秀,專任,續聘,,可爬樓梯的三輪車,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2043/09/19,經濟部智慧財產局,I865054
168852,113,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,,點滴架,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/01/21,2042/10/16,經濟部智慧財產局,I830441
168858,113,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,,手部運動訓練裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2043/03/24,經濟部智慧財產局,I834528
168891,113,學校,3241,嘉義分部護理系,蘇清菁,專任,續聘,,機器人,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2024/12/01,2039/03/26,經濟部智慧財產局,D235186
168863,113,學校,3932,通識教育學科,鄭賀珍,專任,續聘,,數位式體溫計,國內,發明專利,,已核准,,第三作者,長庚學校財團法人長庚科技大學,本校,2024/03/01,2042/11/07,經濟部智慧財產局,I834375
168869,113,學校,3932,通識教育學科,鄭賀珍,專任,續聘,,多功能洗澡椅,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/05/21,2043/03/21,經濟部智慧財產局,I843494
168877,113,學校,3932,通識教育學科,鄭賀珍,專任,續聘,,複合式血糖機,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2043/11/20,經濟部智慧財產局,I848860
168880,113,學校,3932,通識教育學科,鄭賀珍,專任,續聘,,杯子容置座,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2024/07/11,2044/02/19,經濟部智慧財產局,I848889
164336,112,學校,3352,呼吸照護系,杜美蓮,專任,續聘,無,緩釋型氣霧吸入器省力裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2043/02/23,經濟部智慧財產局,I824942
164308,112,學校,3352,呼吸照護系,紀妙青,專任,續聘,無,磨藥裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/02/11,2041/11/24,經濟部智慧財產局,I792718
166191,112,學校,3241,嘉義分部護理系,江耀璋,專任,續聘,無,使用一包含有薑黃素以及聚乙烯吡咯烷酮的組成物來對抗金黃色葡萄球菌的生物膜,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/05/01,2040/01/09,經濟部智慧財產局,I800707
166190,112,學校,3241,嘉義分部護理系,李江文,專任,續聘,無,使用一包含有薑黃素以及聚乙烯吡咯烷酮的組成物來對抗金黃色葡萄球菌的生物膜,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/05/01,2040/01/09,經濟部智慧財產局,I800707
164315,112,學校,3241,嘉義分部護理系,洪瑞鎂,專任,續聘,無,棉花棒輸出裝置,國內,發明專利,,已核准,,第四(以上)作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2042/06/14,經濟部智慧財產局,I806662
164317,112,學校,3241,嘉義分部護理系,洪瑞鎂,專任,續聘,無,氧氣流量計,國內,設計專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2037/11/16,經濟部智慧財產局,D226060
164330,112,學校,3241,嘉義分部護理系,洪嫦巧,專任,續聘,無,防嗆吸管結構,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/01/11,經濟部智慧財產局,I822558
164314,112,學校,3241,嘉義分部護理系,高淑真,專任,續聘,無,棉花棒輸出裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2042/06/14,經濟部智慧財產局,I806662
164321,112,學校,3241,嘉義分部護理系,高淑真,專任,續聘,無,改良頸部固定裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/09/21,2041/10/20,經濟部智慧財產局,I816200
164325,112,學校,3241,嘉義分部護理系,郭星君,專任,續聘,無,膠帶裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/10/11,2043/03/05,經濟部智慧財產局,I818875
164316,112,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,無,智能桌遊教具,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/06/21,2042/08/02,經濟部智慧財產局,I806727
164319,112,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,無,智能針頭收集裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/08/01,2042/02/22,經濟部智慧財產局,I810823
164331,112,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,無,智能偵測氣墊床,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/03/13,經濟部智慧財產局,I822609
164333,112,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,無,口腔肌力訓練裝置,國內,發明專利,,已核准,,第一作者,長庚學校財團法人長庚科技大學,本校,2023/11/11,2043/03/13,經濟部智慧財產局,I822608
164339,112,學校,3241,嘉義分部護理系,郭雅雯,專任,續聘,無,多功能運動椅,國內,發明專利,,已核准,,第二作者,長庚學校財團法人長庚科技大學,本校,2023/12/01,2043/04/26,經濟部智慧財產局,I824967
